AQI Value,AQI Category,CO AQI Value,CO AQI Category,Ozone AQI Value,Ozone AQI Category,NO2 AQI Value,NO2 AQI Category,PM2.5 AQI Value,PM2.5 AQI Category
22,Good,0,0,22,0,0,0,18,0
20,Good,0,0,20,0,0,0,13,0
70,Moderate,1,0,8,0,17,0,70,2
75,Moderate,1,0,30,0,2,0,75,2
65,Moderate,1,0,34,0,1,0,65,2
40,Good,0,0,23,0,0,0,40,0
38,Good,1,0,38,0,0,0,28,0
164,Unhealthy,1,0,42,0,0,0,164,3
50,Good,1,0,50,0,0,0,18,0
199,Unhealthy,3,0,96,1,3,0,199,3
32,Good,0,0,22,0,0,0,32,0
190,Unhealthy,3,0,187,2,3,0,190,3
47,Good,1,0,47,0,1,0,33,0
84,Moderate,5,0,10,0,4,0,84,2
154,Unhealthy,3,0,148,3,0,0,154,3
91,Moderate,3,0,28,0,18,0,91,2
30,Good,1,0,30,0,0,0,7,0
64,Moderate,1,0,31,0,0,0,64,2
107,Unhealthy for Sensitive Groups,2,0,25,0,3,0,107,4
38,Good,1,0,29,0,1,0,38,0
48,Good,1,0,6,0,0,0,48,0
43,Good,1,0,43,0,1,0,16,0
41,Good,1,0,31,0,8,0,41,0
51,Moderate,1,0,26,0,3,0,51,2
74,Moderate,1,0,24,0,2,0,74,2
56,Moderate,1,0,13,0,12,0,56,2
35,Good,1,0,13,0,0,0,35,0
34,Good,0,0,21,0,0,0,34,0
19,Good,1,0,6,0,1,0,19,0
48,Good,1,0,48,0,1,0,41,0
29,Good,0,0,29,0,1,0,25,0
500,Hazardous,2,0,140,3,3,0,442,1
255,Very Unhealthy,4,0,205,4,3,0,255,5
264,Very Unhealthy,1,0,38,0,1,0,264,5
137,Unhealthy for Sensitive Groups,1,0,69,1,1,0,137,4
47,Good,1,0,47,0,0,0,10,0
39,Good,1,0,36,0,1,0,39,0
28,Good,1,0,28,0,0,0,18,0
104,Unhealthy for Sensitive Groups,2,0,58,1,0,0,104,4
31,Good,1,0,31,0,1,0,15,0
149,Unhealthy for Sensitive Groups,0,0,30,0,0,0,149,4
81,Moderate,1,0,20,0,8,0,81,2
39,Good,1,0,39,0,2,0,35,0
51,Moderate,1,0,37,0,2,0,51,2
20,Good,0,0,12,0,0,0,20,0
106,Unhealthy for Sensitive Groups,4,0,4,0,14,0,106,4
48,Good,1,0,12,0,3,0,48,0
109,Unhealthy for Sensitive Groups,2,0,109,3,3,0,93,2
46,Good,1,0,46,0,0,0,30,0
50,Good,1,0,32,0,5,0,50,0
50,Good,1,0,20,0,5,0,50,0
51,Moderate,1,0,28,0,0,0,51,2
150,Unhealthy,1,0,81,1,3,0,150,3
42,Good,1,0,42,0,0,0,32,0
21,Good,1,0,2,0,0,0,21,0
140,Unhealthy for Sensitive Groups,3,0,138,3,7,0,140,4
45,Good,1,0,45,0,0,0,24,0
143,Unhealthy for Sensitive Groups,1,0,32,0,0,0,143,4
94,Moderate,0,0,26,0,0,0,94,2
53,Moderate,1,0,24,0,0,0,53,2
129,Unhealthy for Sensitive Groups,1,0,35,0,0,0,129,4
35,Good,1,0,35,0,4,0,33,0
126,Unhealthy for Sensitive Groups,2,0,126,3,2,0,100,4
68,Moderate,1,0,40,0,1,0,68,2
15,Good,0,0,15,0,0,0,12,0
41,Good,1,0,41,0,2,0,18,0
30,Good,1,0,28,0,1,0,30,0
84,Moderate,2,0,5,0,9,0,84,2
45,Good,1,0,45,0,0,0,15,0
30,Good,0,0,21,0,0,0,30,0
38,Good,0,0,38,0,0,0,29,0
54,Moderate,1,0,30,0,2,0,54,2
184,Unhealthy,6,0,184,2,13,0,163,3
323,Hazardous,1,0,54,1,0,0,268,5
59,Moderate,1,0,16,0,0,0,59,2
222,Very Unhealthy,2,0,107,3,1,0,222,5
44,Good,0,0,20,0,0,0,44,0
37,Good,1,0,24,0,2,0,37,0
55,Moderate,1,0,11,0,11,0,55,2
52,Moderate,1,0,36,0,0,0,52,2
72,Moderate,1,0,39,0,0,0,72,2
39,Good,1,0,10,0,2,0,39,0
101,Unhealthy for Sensitive Groups,2,0,15,0,2,0,101,4
55,Moderate,1,0,13,0,4,0,55,2
45,Good,1,0,45,0,0,0,32,0
34,Good,1,0,34,0,3,0,26,0
48,Good,1,0,16,0,8,0,48,0
46,Good,1,0,26,0,0,0,46,0
51,Moderate,1,0,17,0,11,0,51,2
55,Moderate,1,0,13,0,3,0,55,2
29,Good,1,0,29,0,0,0,8,0
35,Good,1,0,35,0,1,0,31,0
23,Good,0,0,16,0,0,0,23,0
36,Good,1,0,26,0,5,0,36,0
68,Moderate,1,0,22,0,4,0,68,2
69,Moderate,3,0,43,0,3,0,69,2
61,Moderate,1,0,31,0,2,0,61,2
141,Unhealthy for Sensitive Groups,3,0,141,3,5,0,136,4
35,Good,1,0,35,0,0,0,15,0
39,Good,1,0,28,0,1,0,39,0
34,Good,1,0,34,0,0,0,22,0
37,Good,1,0,37,0,0,0,29,0
77,Moderate,1,0,21,0,0,0,77,2
54,Moderate,1,0,46,0,3,0,54,2
36,Good,0,0,29,0,1,0,36,0
52,Moderate,1,0,28,0,1,0,52,2
62,Moderate,1,0,28,0,2,0,62,2
28,Good,0,0,28,0,3,0,24,0
37,Good,1,0,15,0,10,0,37,0
33,Good,1,0,33,0,2,0,29,0
150,Unhealthy,3,0,133,3,9,0,150,3
41,Good,1,0,23,0,2,0,41,0
66,Moderate,2,0,1,0,6,0,66,2
33,Good,0,0,33,0,2,0,11,0
14,Good,1,0,12,0,0,0,14,0
35,Good,1,0,35,0,1,0,27,0
72,Moderate,0,0,26,0,0,0,72,2
63,Moderate,1,0,9,0,4,0,63,2
52,Moderate,1,0,11,0,3,0,52,2
43,Good,0,0,14,0,3,0,43,0
41,Good,1,0,10,0,0,0,41,0
120,Unhealthy for Sensitive Groups,1,0,13,0,0,0,120,4
52,Moderate,1,0,28,0,8,0,52,2
88,Moderate,0,0,44,0,0,0,88,2
38,Good,1,0,38,0,1,0,21,0
66,Moderate,1,0,40,0,1,0,66,2
68,Moderate,1,0,36,0,2,0,68,2
103,Unhealthy for Sensitive Groups,1,0,39,0,1,0,103,4
35,Good,1,0,35,0,1,0,21,0
39,Good,1,0,39,0,0,0,8,0
30,Good,1,0,9,0,1,0,30,0
50,Good,1,0,26,0,11,0,50,0
21,Good,0,0,21,0,0,0,7,0
69,Moderate,2,0,8,0,6,0,69,2
35,Good,1,0,35,0,1,0,31,0
29,Good,1,0,13,0,1,0,29,0
22,Good,0,0,22,0,0,0,4,0
40,Good,1,0,9,0,1,0,40,0
35,Good,1,0,34,0,4,0,35,0
88,Moderate,2,0,10,0,20,0,88,2
154,Unhealthy,4,0,0,0,14,0,154,3
85,Moderate,0,0,26,0,0,0,85,2
29,Good,1,0,2,0,2,0,29,0
43,Good,1,0,43,0,5,0,43,0
56,Moderate,1,0,35,0,2,0,56,2
62,Moderate,1,0,44,0,1,0,62,2
35,Good,1,0,26,0,0,0,35,0
36,Good,0,0,33,0,1,0,36,0
14,Good,1,0,5,0,0,0,14,0
24,Good,2,0,7,0,0,0,24,0
94,Moderate,1,0,25,0,3,0,94,2
34,Good,1,0,34,0,0,0,5,0
34,Good,0,0,33,0,1,0,34,0
44,Good,1,0,21,0,12,0,44,0
54,Moderate,0,0,36,0,2,0,54,2
150,Unhealthy,3,0,150,2,2,0,96,2
47,Good,1,0,31,0,1,0,47,0
39,Good,1,0,37,0,1,0,39,0
45,Good,1,0,39,0,1,0,45,0
136,Unhealthy for Sensitive Groups,2,0,136,3,2,0,81,2
207,Very Unhealthy,5,0,207,4,6,0,156,3
120,Unhealthy for Sensitive Groups,2,0,120,3,1,0,81,2
84,Moderate,2,0,2,0,7,0,84,2
59,Moderate,1,0,21,0,5,0,59,2
159,Unhealthy,4,0,127,3,1,0,159,3
69,Moderate,2,0,20,0,1,0,69,2
31,Good,1,0,15,0,3,0,31,0
68,Moderate,1,0,35,0,2,0,68,2
79,Moderate,1,0,27,0,3,0,79,2
31,Good,0,0,31,0,0,0,30,0
69,Moderate,1,0,37,0,1,0,69,2
41,Good,1,0,15,0,3,0,41,0
62,Moderate,1,0,34,0,0,0,62,2
36,Good,0,0,33,0,1,0,36,0
63,Moderate,1,0,29,0,2,0,63,2
52,Moderate,1,0,22,0,2,0,52,2
139,Unhealthy for Sensitive Groups,1,0,25,0,1,0,139,4
31,Good,1,0,23,0,4,0,31,0
49,Good,1,0,20,0,10,0,49,0
275,Very Unhealthy,15,0,8,0,20,0,275,5
34,Good,0,0,34,0,1,0,34,0
60,Moderate,1,0,19,0,0,0,60,2
181,Unhealthy,7,0,8,0,19,0,181,3
47,Good,2,0,21,0,6,0,47,0
42,Good,1,0,42,0,0,0,28,0
73,Moderate,0,0,24,0,0,0,73,2
36,Good,1,0,36,0,1,0,28,0
95,Moderate,1,0,43,0,0,0,95,2
80,Moderate,1,0,42,0,2,0,80,2
95,Moderate,3,0,5,0,15,0,95,2
39,Good,1,0,11,0,0,0,39,0
57,Moderate,2,0,20,0,8,0,57,2
66,Moderate,2,0,28,0,8,0,66,2
52,Moderate,1,0,36,0,4,0,52,2
55,Moderate,1,0,43,0,2,0,55,2
67,Moderate,1,0,37,0,0,0,67,2
54,Moderate,1,0,32,0,5,0,54,2
153,Unhealthy,4,0,98,1,6,0,153,3
78,Moderate,3,0,10,0,22,0,78,2
64,Moderate,1,0,28,0,6,0,64,2
43,Good,1,0,43,0,0,0,23,0
70,Moderate,2,0,28,0,5,0,70,2
54,Moderate,1,0,40,0,1,0,54,2
106,Unhealthy for Sensitive Groups,1,0,25,0,0,0,106,4
164,Unhealthy,1,0,31,0,0,0,164,3
29,Good,0,0,29,0,1,0,15,0
32,Good,1,0,32,0,4,0,28,0
86,Moderate,2,0,19,0,23,0,86,2
83,Moderate,1,0,46,0,1,0,83,2
102,Unhealthy for Sensitive Groups,2,0,58,1,1,0,102,4
173,Unhealthy,3,0,149,3,0,0,173,3
33,Good,1,0,33,0,3,0,16,0
48,Good,2,0,29,0,0,0,48,0
46,Good,1,0,18,0,0,0,46,0
34,Good,1,0,34,0,4,0,21,0
165,Unhealthy,3,0,13,0,18,0,165,3
82,Moderate,2,0,46,0,6,0,82,2
22,Good,0,0,22,0,0,0,6,0
50,Good,1,0,4,0,2,0,50,0
65,Moderate,1,0,47,0,1,0,65,2
34,Good,1,0,34,0,1,0,26,0
42,Good,1,0,7,0,1,0,42,0
59,Moderate,2,0,21,0,13,0,59,2
71,Moderate,2,0,27,0,6,0,71,2
60,Moderate,1,0,16,0,2,0,60,2
63,Moderate,1,0,44,0,1,0,63,2
48,Good,1,0,48,0,1,0,33,0
68,Moderate,1,0,4,0,6,0,68,2
93,Moderate,2,0,47,0,1,0,93,2
74,Moderate,2,0,18,0,19,0,74,2
30,Good,1,0,28,0,1,0,30,0
53,Moderate,1,0,44,0,0,0,53,2
132,Unhealthy for Sensitive Groups,2,0,31,0,6,0,132,4
34,Good,1,0,34,0,0,0,3,0
33,Good,1,0,27,0,0,0,33,0
52,Moderate,1,0,45,0,2,0,52,2
48,Good,1,0,48,0,1,0,40,0
225,Very Unhealthy,10,0,9,0,23,0,225,5
135,Unhealthy for Sensitive Groups,3,0,30,0,10,0,135,4
39,Good,1,0,39,0,0,0,11,0
35,Good,1,0,35,0,0,0,6,0
165,Unhealthy,4,0,57,1,9,0,165,3
32,Good,0,0,32,0,0,0,7,0
48,Good,1,0,48,0,1,0,33,0
29,Good,1,0,29,0,0,0,10,0
69,Moderate,2,0,33,0,5,0,69,2
37,Good,1,0,37,0,0,0,29,0
50,Good,1,0,32,0,5,0,50,0
67,Moderate,1,0,64,1,0,0,67,2
23,Good,0,0,21,0,0,0,23,0
163,Unhealthy,1,0,35,0,0,0,163,3
173,Unhealthy,4,0,161,2,1,0,173,3
175,Unhealthy,1,0,50,0,1,0,175,3
80,Moderate,1,0,36,0,4,0,80,2
28,Good,0,0,28,0,1,0,14,0
31,Good,1,0,31,0,4,0,24,0
46,Good,1,0,44,0,1,0,46,0
64,Moderate,2,0,30,0,6,0,64,2
67,Moderate,2,0,14,0,19,0,67,2
57,Moderate,2,0,23,0,13,0,57,2
132,Unhealthy for Sensitive Groups,3,0,20,0,12,0,132,4
72,Moderate,2,0,18,0,18,0,72,2
49,Good,2,0,49,0,0,0,32,0
94,Moderate,2,0,56,1,1,0,94,2
68,Moderate,1,0,38,0,3,0,68,2
55,Moderate,1,0,15,0,10,0,55,2
72,Moderate,2,0,3,0,12,0,72,2
80,Moderate,3,0,4,0,17,0,80,2
55,Moderate,0,0,34,0,0,0,55,2
171,Unhealthy,4,0,171,2,1,0,170,3
36,Good,1,0,36,0,1,0,22,0
15,Good,0,0,15,0,0,0,10,0
64,Moderate,1,0,39,0,2,0,64,2
75,Moderate,2,0,3,0,6,0,75,2
52,Moderate,1,0,37,0,0,0,52,2
79,Moderate,2,0,15,0,5,0,79,2
39,Good,1,0,39,0,0,0,30,0
163,Unhealthy,3,0,163,2,0,0,158,3
50,Good,1,0,29,0,4,0,50,0
60,Moderate,1,0,31,0,3,0,60,2
73,Moderate,1,0,39,0,1,0,73,2
79,Moderate,2,0,21,0,2,0,79,2
45,Good,1,0,33,0,2,0,45,0
31,Good,1,0,31,0,3,0,25,0
25,Good,1,0,21,0,0,0,25,0
25,Good,1,0,4,0,0,0,25,0
82,Moderate,3,0,20,0,1,0,82,2
77,Moderate,2,0,18,0,1,0,77,2
35,Good,1,0,35,0,1,0,30,0
45,Good,1,0,42,0,2,0,45,0
66,Moderate,1,0,45,0,0,0,66,2
181,Unhealthy,3,0,107,3,3,0,181,3
32,Good,1,0,30,0,1,0,32,0
48,Good,1,0,38,0,3,0,48,0
48,Good,1,0,48,0,1,0,41,0
50,Good,1,0,32,0,3,0,50,0
28,Good,1,0,28,0,1,0,28,0
44,Good,1,0,44,0,0,0,32,0
96,Moderate,1,0,35,0,1,0,96,2
157,Unhealthy,1,0,33,0,2,0,157,3
86,Moderate,2,0,18,0,4,0,86,2
62,Moderate,1,0,29,0,6,0,62,2
38,Good,1,0,25,0,3,0,38,0
57,Moderate,1,0,57,1,0,0,49,0
38,Good,1,0,37,0,0,0,38,0
55,Moderate,2,0,19,0,8,0,55,2
63,Moderate,1,0,42,0,2,0,63,2
42,Good,1,0,42,0,0,0,35,0
165,Unhealthy,4,0,76,1,8,0,165,3
34,Good,1,0,34,0,0,0,33,0
17,Good,0,0,17,0,1,0,14,0
100,Unhealthy for Sensitive Groups,2,0,14,0,7,0,100,4
72,Moderate,1,0,45,0,0,0,72,2
43,Good,1,0,43,0,0,0,26,0
48,Good,1,0,42,0,1,0,48,0
37,Good,0,0,37,0,0,0,28,0
27,Good,1,0,27,0,0,0,24,0
57,Moderate,1,0,40,0,1,0,57,2
64,Moderate,1,0,55,1,0,0,64,2
156,Unhealthy,3,0,63,1,2,0,156,3
40,Good,1,0,39,0,1,0,40,0
66,Moderate,1,0,65,1,0,0,66,2
99,Moderate,2,0,15,0,5,0,99,2
35,Good,1,0,35,0,0,0,21,0
44,Good,1,0,44,0,0,0,40,0
42,Good,1,0,42,0,1,0,17,0
53,Moderate,1,0,19,0,0,0,53,2
68,Moderate,1,0,64,1,0,0,68,2
74,Moderate,1,0,74,1,2,0,24,0
35,Good,1,0,30,0,0,0,35,0
54,Moderate,1,0,41,0,0,0,54,2
40,Good,1,0,17,0,0,0,40,0
60,Moderate,1,0,42,0,0,0,60,2
66,Moderate,2,0,46,0,1,0,66,2
41,Good,0,0,20,0,0,0,41,0
71,Moderate,2,0,71,1,1,0,65,2
74,Moderate,1,0,39,0,1,0,74,2
119,Unhealthy for Sensitive Groups,1,0,15,0,4,0,119,4
56,Moderate,1,0,45,0,1,0,56,2
41,Good,1,0,7,0,2,0,41,0
65,Moderate,3,0,11,0,12,0,65,2
63,Moderate,1,0,39,0,0,0,63,2
61,Moderate,1,0,44,0,1,0,61,2
47,Good,1,0,47,0,0,0,12,0
65,Moderate,1,0,65,1,0,0,64,2
48,Good,1,0,48,0,0,0,23,0
35,Good,1,0,35,0,0,0,21,0
52,Moderate,1,0,52,1,1,0,49,0
63,Moderate,1,0,27,0,6,0,63,2
38,Good,1,0,38,0,0,0,32,0
44,Good,1,0,39,0,1,0,44,0
144,Unhealthy for Sensitive Groups,1,0,26,0,1,0,144,4
61,Moderate,1,0,57,1,0,0,61,2
113,Unhealthy for Sensitive Groups,4,0,33,0,9,0,113,4
51,Moderate,1,0,46,0,3,0,51,2
52,Moderate,1,0,47,0,1,0,52,2
38,Good,1,0,24,0,0,0,38,0
51,Moderate,1,0,43,0,0,0,51,2
58,Moderate,1,0,26,0,0,0,58,2
71,Moderate,1,0,45,0,1,0,71,2
46,Good,1,0,24,0,0,0,46,0
150,Unhealthy,3,0,27,0,9,0,150,3
36,Good,1,0,36,0,0,0,33,0
169,Unhealthy,5,0,10,0,15,0,169,3
45,Good,1,0,45,0,0,0,31,0
52,Moderate,2,0,29,0,4,0,52,2
50,Good,1,0,31,0,3,0,50,0
62,Moderate,1,0,44,0,0,0,62,2
68,Moderate,2,0,13,0,14,0,68,2
32,Good,0,0,25,0,0,0,32,0
67,Moderate,0,0,22,0,0,0,67,2
27,Good,1,0,23,0,5,0,27,0
23,Good,0,0,16,0,0,0,23,0
26,Good,1,0,26,0,1,0,26,0
62,Moderate,1,0,36,0,3,0,62,2
270,Very Unhealthy,15,0,43,0,9,0,270,5
50,Good,1,0,43,0,2,0,50,0
34,Good,1,0,33,0,5,0,34,0
52,Moderate,1,0,21,0,3,0,52,2
145,Unhealthy for Sensitive Groups,3,0,145,3,1,0,103,4
52,Moderate,1,0,44,0,2,0,52,2
37,Good,1,0,37,0,2,0,23,0
63,Moderate,2,0,20,0,1,0,63,2
119,Unhealthy for Sensitive Groups,1,0,25,0,0,0,119,4
55,Moderate,1,0,33,0,5,0,55,2
83,Moderate,2,0,13,0,3,0,83,2
35,Good,1,0,35,0,0,0,34,0
76,Moderate,1,0,29,0,0,0,76,2
57,Moderate,1,0,38,0,0,0,57,2
55,Moderate,1,0,31,0,3,0,55,2
161,Unhealthy,4,0,147,3,2,0,161,3
74,Moderate,1,0,37,0,2,0,74,2
58,Moderate,0,0,22,0,0,0,58,2
171,Unhealthy,1,0,38,0,0,0,171,3
39,Good,1,0,30,0,3,0,39,0
50,Good,1,0,4,0,4,0,50,0
58,Moderate,1,0,28,0,2,0,58,2
46,Good,0,0,22,0,0,0,46,0
103,Unhealthy for Sensitive Groups,1,0,45,0,0,0,103,4
68,Moderate,2,0,18,0,1,0,68,2
123,Unhealthy for Sensitive Groups,0,0,27,0,0,0,123,4
157,Unhealthy,0,0,26,0,0,0,157,3
56,Moderate,2,0,22,0,10,0,56,2
30,Good,1,0,30,0,1,0,15,0
42,Good,1,0,28,0,5,0,42,0
19,Good,1,0,17,0,0,0,19,0
96,Moderate,1,0,17,0,1,0,96,2
65,Moderate,1,0,54,1,0,0,65,2
58,Moderate,1,0,58,1,1,0,44,0
171,Unhealthy,6,0,20,0,23,0,171,3
69,Moderate,1,0,69,1,0,0,56,2
44,Good,1,0,19,0,1,0,44,0
32,Good,1,0,22,0,0,0,32,0
61,Moderate,1,0,20,0,1,0,61,2
84,Moderate,3,0,26,0,5,0,84,2
62,Moderate,1,0,24,0,1,0,62,2
93,Moderate,3,0,20,0,19,0,93,2
40,Good,0,0,27,0,0,0,40,0
50,Good,1,0,7,0,17,0,50,0
38,Good,1,0,23,0,0,0,38,0
24,Good,0,0,24,0,0,0,19,0
48,Good,1,0,37,0,2,0,48,0
166,Unhealthy,3,0,11,0,9,0,166,3
50,Good,2,0,50,0,4,0,47,0
43,Good,1,0,43,0,0,0,9,0
65,Moderate,1,0,49,0,0,0,65,2
24,Good,0,0,24,0,0,0,9,0
71,Moderate,1,0,50,0,0,0,71,2
20,Good,0,0,15,0,0,0,20,0
40,Good,1,0,40,0,1,0,21,0
39,Good,1,0,6,0,0,0,39,0
33,Good,1,0,33,0,1,0,22,0
58,Moderate,3,0,37,0,1,0,58,2
59,Moderate,2,0,33,0,5,0,59,2
42,Good,0,0,14,0,1,0,42,0
49,Good,1,0,22,0,8,0,49,0
179,Unhealthy,8,0,7,0,11,0,179,3
83,Moderate,0,0,22,0,0,0,83,2
25,Good,0,0,23,0,0,0,25,0
82,Moderate,1,0,26,0,0,0,82,2
183,Unhealthy,6,0,40,0,13,0,183,3
35,Good,1,0,35,0,0,0,29,0
172,Unhealthy,2,0,39,0,2,0,172,3
52,Moderate,1,0,32,0,3,0,52,2
34,Good,1,0,34,0,1,0,28,0
95,Moderate,2,0,24,0,12,0,95,2
44,Good,1,0,44,0,0,0,36,0
45,Good,1,0,19,0,1,0,45,0
50,Good,0,0,28,0,0,0,50,0
44,Good,1,0,22,0,0,0,44,0
96,Moderate,1,0,25,0,1,0,96,2
170,Unhealthy,6,0,19,0,12,0,170,3
52,Moderate,1,0,36,0,2,0,52,2
45,Good,1,0,34,0,4,0,45,0
70,Moderate,1,0,19,0,3,0,70,2
187,Unhealthy,4,0,187,2,3,0,147,4
34,Good,0,0,34,0,1,0,16,0
55,Moderate,2,0,15,0,1,0,55,2
58,Moderate,0,0,23,0,0,0,58,2
82,Moderate,2,0,82,1,1,0,61,2
54,Moderate,1,0,17,0,11,0,54,2
128,Unhealthy for Sensitive Groups,1,0,28,0,2,0,128,4
139,Unhealthy for Sensitive Groups,1,0,26,0,0,0,139,4
30,Good,1,0,28,0,0,0,30,0
54,Moderate,2,0,18,0,3,0,54,2
70,Moderate,2,0,28,0,0,0,70,2
62,Moderate,1,0,27,0,7,0,62,2
33,Good,0,0,33,0,0,0,15,0
63,Moderate,1,0,16,0,10,0,63,2
183,Unhealthy,2,0,122,3,0,0,183,3
51,Moderate,1,0,12,0,0,0,51,2
35,Good,1,0,29,0,1,0,35,0
38,Good,2,0,35,0,7,0,38,0
40,Good,1,0,28,0,4,0,40,0
38,Good,1,0,33,0,5,0,38,0
163,Unhealthy,1,0,33,0,2,0,163,3
65,Moderate,1,0,33,0,3,0,65,2
28,Good,1,0,28,0,1,0,25,0
145,Unhealthy for Sensitive Groups,1,0,25,0,13,0,145,4
87,Moderate,1,0,20,0,1,0,87,2
53,Moderate,1,0,34,0,2,0,53,2
185,Unhealthy,1,0,76,1,2,0,185,3
114,Unhealthy for Sensitive Groups,1,0,53,1,0,0,114,4
155,Unhealthy,1,0,20,0,1,0,155,3
57,Moderate,1,0,24,0,1,0,57,2
25,Good,0,0,6,0,0,0,25,0
81,Moderate,1,0,37,0,2,0,81,2
63,Moderate,0,0,23,0,0,0,63,2
44,Good,1,0,34,0,0,0,44,0
53,Moderate,1,0,16,0,3,0,53,2
106,Unhealthy for Sensitive Groups,3,0,4,0,9,0,106,4
36,Good,1,0,36,0,0,0,21,0
50,Good,1,0,18,0,2,0,50,0
96,Moderate,3,0,10,0,6,0,96,2
173,Unhealthy,5,0,117,3,6,0,173,3
52,Moderate,2,0,9,0,0,0,52,2
60,Moderate,1,0,48,0,0,0,60,2
51,Moderate,2,0,47,0,4,0,51,2
42,Good,1,0,19,0,0,0,42,0
110,Unhealthy for Sensitive Groups,0,0,35,0,0,0,110,4
64,Moderate,1,0,51,1,0,0,64,2
70,Moderate,1,0,63,1,0,0,70,2
165,Unhealthy,3,0,111,3,4,0,165,3
38,Good,1,0,38,0,0,0,37,0
55,Moderate,1,0,47,0,0,0,55,2
162,Unhealthy,1,0,45,0,0,0,162,3
174,Unhealthy,5,0,46,0,9,0,174,3
24,Good,0,0,11,0,11,0,24,0
95,Moderate,2,0,16,0,3,0,95,2
46,Good,1,0,46,0,1,0,41,0
41,Good,1,0,41,0,0,0,38,0
94,Moderate,1,0,43,0,0,0,94,2
182,Unhealthy,1,0,34,0,1,0,182,3
66,Moderate,2,0,31,0,5,0,66,2
41,Good,1,0,41,0,0,0,24,0
48,Good,1,0,44,0,2,0,48,0
83,Moderate,2,0,21,0,5,0,83,2
46,Good,0,0,29,0,0,0,46,0
80,Moderate,2,0,44,0,2,0,80,2
109,Unhealthy for Sensitive Groups,2,0,45,0,3,0,109,4
51,Moderate,1,0,34,0,3,0,51,2
74,Moderate,1,0,60,1,2,0,74,2
50,Good,1,0,38,0,2,0,50,0
66,Moderate,1,0,58,1,0,0,66,2
167,Unhealthy,8,0,1,0,22,0,167,3
62,Moderate,1,0,53,1,0,0,62,2
40,Good,1,0,40,0,0,0,21,0
40,Good,1,0,40,0,0,0,14,0
64,Moderate,1,0,39,0,0,0,64,2
39,Good,1,0,39,0,0,0,20,0
66,Moderate,1,0,51,1,0,0,66,2
35,Good,1,0,27,0,2,0,35,0
53,Moderate,1,0,44,0,0,0,53,2
500,Hazardous,1,0,63,1,1,0,500,1
35,Good,1,0,35,0,0,0,28,0
33,Good,1,0,28,0,1,0,33,0
61,Moderate,1,0,27,0,9,0,61,2
33,Good,1,0,33,0,1,0,28,0
37,Good,0,0,24,0,0,0,37,0
156,Unhealthy,4,0,41,0,3,0,156,3
193,Unhealthy,5,0,193,2,5,0,155,3
168,Unhealthy,4,0,3,0,18,0,168,3
62,Moderate,2,0,25,0,11,0,62,2
268,Very Unhealthy,1,0,46,0,1,0,268,5
500,Hazardous,1,0,43,0,0,0,428,1
39,Good,1,0,39,0,0,0,15,0
45,Good,1,0,17,0,0,0,45,0
36,Good,1,0,27,0,3,0,36,0
38,Good,1,0,38,0,0,0,27,0
33,Good,1,0,33,0,0,0,33,0
76,Moderate,1,0,42,0,1,0,76,2
33,Good,1,0,33,0,3,0,33,0
76,Moderate,2,0,13,0,9,0,76,2
33,Good,0,0,23,0,0,0,33,0
53,Moderate,1,0,23,0,0,0,53,2
29,Good,0,0,29,0,3,0,23,0
49,Good,1,0,30,0,10,0,49,0
62,Moderate,1,0,45,0,4,0,62,2
26,Good,1,0,11,0,1,0,26,0
30,Good,1,0,30,0,3,0,28,0
55,Moderate,1,0,29,0,1,0,55,2
95,Moderate,4,0,16,0,2,0,95,2
65,Moderate,2,0,22,0,6,0,65,2
48,Good,1,0,48,0,2,0,29,0
34,Good,1,0,34,0,0,0,20,0
500,Hazardous,1,0,42,0,0,0,424,1
32,Good,1,0,32,0,3,0,27,0
48,Good,1,0,19,0,4,0,48,0
45,Good,0,0,30,0,2,0,45,0
54,Moderate,1,0,18,0,13,0,54,2
17,Good,0,0,17,0,1,0,16,0
44,Good,0,0,22,0,0,0,44,0
204,Very Unhealthy,2,0,154,2,1,0,204,5
33,Good,1,0,30,0,0,0,33,0
89,Moderate,3,0,14,0,2,0,89,2
147,Unhealthy for Sensitive Groups,1,0,42,0,0,0,147,4
63,Moderate,1,0,30,0,1,0,63,2
71,Moderate,1,0,26,0,4,0,71,2
82,Moderate,1,0,19,0,1,0,82,2
33,Good,1,0,32,0,2,0,33,0
58,Moderate,0,0,31,0,0,0,58,2
155,Unhealthy,1,0,40,0,0,0,155,3
52,Moderate,1,0,23,0,1,0,52,2
81,Moderate,2,0,8,0,29,0,81,2
89,Moderate,2,0,44,0,1,0,89,2
197,Unhealthy,5,0,197,2,6,0,159,3
45,Good,1,0,42,0,0,0,45,0
81,Moderate,2,0,10,0,29,0,81,2
29,Good,0,0,29,0,1,0,23,0
34,Good,1,0,34,0,0,0,15,0
35,Good,0,0,35,0,0,0,23,0
123,Unhealthy for Sensitive Groups,0,0,18,0,0,0,123,4
45,Good,1,0,41,0,3,0,45,0
149,Unhealthy for Sensitive Groups,1,0,40,0,0,0,149,4
209,Very Unhealthy,6,0,209,4,3,0,175,3
38,Good,1,0,29,0,4,0,38,0
32,Good,1,0,29,0,1,0,32,0
58,Moderate,1,0,42,0,1,0,58,2
51,Moderate,1,0,20,0,5,0,51,2
68,Moderate,1,0,44,0,0,0,68,2
91,Moderate,2,0,84,1,4,0,91,2
